Date,Fighter A,Fighter B,Winner,Weight Class,Method,Round,Time
"May 11, 2019",Jessica Andrade,Rose Namajunas,Jessica Andrade,Women's Strawweight,KO/TKOSlam,2,2:58
"May 11, 2019",Jared Cannonier,Anderson Silva,Jared Cannonier,Middleweight,KO/TKOKick,1,4:47
"May 11, 2019",Alexander Volkanovski,Jose Aldo,Alexander Volkanovski,Featherweight,U-DEC,3,5:00
"May 11, 2019",Laureano Staropoli,Thiago Alves,Laureano Staropoli,Welterweight,U-DEC,3,5:00
"May 11, 2019",Irene Aldana,Bethe Correia,Irene Aldana,Women's Bantamweight,SUBArmbar,3,3:24
"May 11, 2019",Ryan Spann,Rogerio Nogueira,Ryan Spann,Light Heavyweight,KO/TKOPunch,1,2:07
"May 11, 2019",Thiago Moises,Kurt Holobaugh,Thiago Moises,Lightweight,U-DEC,3,5:00
"May 11, 2019",Warlley Alves,Sergio Moraes,Warlley Alves,Welterweight,KO/TKOPunch,3,4:13
"May 11, 2019",Clay Guida,BJ Penn,Clay Guida,Lightweight,U-DEC,3,5:00
"May 11, 2019",Luana Carolina,Priscila Cachoeira,Luana Carolina,Women's Flyweight,U-DEC,3,5:00
"May 11, 2019",Raoni Barcelos,Carlos Huachin,Raoni Barcelos,Bantamweight,KO/TKOElbows,2,4:49
"May 11, 2019",Viviane Araujo,Talita Bernardo,Viviane Araujo,Women's Bantamweight,KO/TKOPunch,3,0:48
"May 04, 2019",Donald Cerrone,Al Iaquinta,Donald Cerrone,Lightweight,U-DEC,5,5:00
"May 04, 2019",Derek Brunson,Elias Theodorou,Derek Brunson,Middleweight,U-DEC,3,5:00
"May 04, 2019",Shane Burgos,Cub Swanson,Shane Burgos,Featherweight,S-DEC,3,5:00
"May 04, 2019",Merab Dvalishvili,Brad Katona,Merab Dvalishvili,Bantamweight,U-DEC,3,5:00
"May 04, 2019",Walt Harris,Serghei Spivac,Walt Harris,Heavyweight,KO/TKOKnees,1,0:50
"May 04, 2019",Andrew Sanchez,Marc-Andre Barriault,Andrew Sanchez,Middleweight,U-DEC,3,5:00
"May 04, 2019",Macy Chiasson,Sarah Moras,Macy Chiasson,Women's Bantamweight,KO/TKOPunches,2,2:22
"May 04, 2019",Vince Morales,Aiemann Zahabi,Vince Morales,Bantamweight,U-DEC,3,5:00
"May 04, 2019",Nordine Taleb,Kyle Prepolec,Nordine Taleb,Welterweight,U-DEC,3,5:00
"May 04, 2019",Matt Sayles,Kyle Nelson,Matt Sayles,Featherweight,SUBArm Triangle,3,3:16
"May 04, 2019",Arjan Bhullar,Juan Adams,Arjan Bhullar,Heavyweight,U-DEC,3,5:00
"May 04, 2019",Cole Smith,Mitch Gagnon,Cole Smith,Bantamweight,U-DEC,3,5:00
"April 27, 2019",Jack Hermansson,Jacare Souza,Jack Hermansson,Middleweight,U-DEC,5,5:00
"April 27, 2019",Greg Hardy,Dmitrii Smoliakov,Greg Hardy,Heavyweight,KO/TKOPunches,1,2:15
"April 27, 2019",Mike Perry,Alex Oliveira,Mike Perry,Welterweight,U-DEC,3,5:00
"April 27, 2019",Glover Teixeira,Ion Cutelaba,Glover Teixeira,Light Heavyweight,SUBRear Naked Choke,2,3:37
"April 27, 2019",Cory Sandhagen,John Lineker,Cory Sandhagen,Bantamweight,S-DEC,3,5:00
"April 27, 2019",Roosevelt Roberts,Thomas Gifford,Roosevelt Roberts,Lightweight,U-DEC,3,5:00
"April 27, 2019",Takashi Sato,Ben Saunders,Takashi Sato,Welterweight,KO/TKOElbows,2,1:18
"April 27, 2019",Augusto Sakai,Andrei Arlovski,Augusto Sakai,Heavyweight,S-DEC,3,5:00
"April 27, 2019",Carla Esparza,Virna Jandiroba,Carla Esparza,Women's Strawweight,U-DEC,3,5:00
"April 27, 2019",Gilbert Burns,Mike Davis,Gilbert Burns,Lightweight,SUBRear Naked Choke,2,4:15
"April 27, 2019",Jim Miller,Jason Gonzalez,Jim Miller,Lightweight,SUBRear Naked Choke,1,2:12
"April 27, 2019",Angela Hill,Jodie Esquibel,Angela Hill,Women's Strawweight,U-DEC,3,5:00
"April 27, 2019",Dhiego Lima,Court McGee,Dhiego Lima,Welterweight,S-DEC,3,5:00
"April 20, 2019",Alistair Overeem,Aleksei Oleinik,Alistair Overeem,Heavyweight,KO/TKOKnee,1,4:45
"April 20, 2019",Islam Makhachev,Arman Tsarukyan,Islam Makhachev,Lightweight,U-DEC,3,5:00
"April 20, 2019",Sergei Pavlovich,Marcelo Golm,Sergei Pavlovich,Heavyweight,KO/TKOPunches,1,1:06
"April 20, 2019",Roxanne Modafferi,Antonina Shevchenko,Roxanne Modafferi,Women's Flyweight,S-DEC,3,5:00
"April 20, 2019",Krzysztof Jotko,Alen Amedovski,Krzysztof Jotko,Middleweight,U-DEC,3,5:00
"April 20, 2019",Movsar Evloev,SeungWoo Choi,Movsar Evloev,Featherweight,U-DEC,3,5:00
"April 20, 2019",Sultan Aliev,Keita Nakamura,Sultan Aliev,Welterweight,U-DEC,3,5:00
"April 20, 2019",Alexander Yakovlev,Alex Da Silva,Alexander Yakovlev,Lightweight,SUBSchultz Front Headlock,2,3:10
"April 20, 2019",Shamil Abdurakhimov,Marcin Tybura,Shamil Abdurakhimov,Heavyweight,KO/TKOPunches,2,3:15
"April 20, 2019",Michal Oleksiejczuk,Gadzhimurad Antigulov,Michal Oleksiejczuk,Light Heavyweight,KO/TKOPunch,1,0:44
"April 20, 2019",Magomed Mustafaev,Rafael Fiziev,Magomed Mustafaev,Lightweight,KO/TKOSpinning Back Kick,1,1:26
"April 13, 2019",Dustin Poirier,Max Holloway,Dustin Poirier,Lightweight,U-DEC,5,5:00
"April 13, 2019",Israel Adesanya,Kelvin Gastelum,Israel Adesanya,Middleweight,U-DEC,5,5:00
"April 13, 2019",Khalil Rountree Jr.,Eryk Anders,Khalil Rountree Jr.,Light Heavyweight,U-DEC,3,5:00
"April 13, 2019",Dwight Grant,Alan Jouban,Dwight Grant,Welterweight,S-DEC,3,5:00
"April 13, 2019",Nikita Krylov,Ovince Saint Preux,Nikita Krylov,Light Heavyweight,SUBRear Naked Choke,2,2:30
"April 13, 2019",Matt Frevola,Jalin Turner,Matt Frevola,Lightweight,U-DEC,3,5:00
"April 13, 2019",Alexandre Pantoja,Wilson Reis,Alexandre Pantoja,Flyweight,KO/TKOPunch,1,2:58
"April 13, 2019",Max Griffin,Zelim Imadaev,Max Griffin,Welterweight,M-DEC,3,5:00
"April 13, 2019",Khalid Taha,Boston Salmon,Khalid Taha,Bantamweight,KO/TKOPunch,1,0:25
"April 13, 2019",Belal Muhammad,Curtis Millender,Belal Muhammad,Welterweight,U-DEC,3,5:00
"April 13, 2019",Montel Jackson,Andre Soukhamthath,Montel Jackson,Bantamweight,U-DEC,3,5:00
"April 13, 2019",Poliana Botelho,Lauren Mueller,Poliana Botelho,Women's Flyweight,U-DEC,3,5:00
"April 13, 2019",Brandon Davis,Randy Costa,Brandon Davis,Bantamweight,SUBRear Naked Choke,2,1:12
"March 30, 2019",Justin Gaethje,Edson Barboza,Justin Gaethje,Lightweight,KO/TKOPunch,1,2:30
"March 30, 2019",Jack Hermansson,David Branch,Jack Hermansson,Middleweight,SUBGuillotine Choke,1,0:49
"March 30, 2019",Josh Emmett,Michael Johnson,Josh Emmett,Featherweight,KO/TKOPunch,3,4:14
"March 30, 2019",Michelle Waterson-Gomez,Karolina Kowalkiewicz,Michelle Waterson-Gomez,Women's Strawweight,U-DEC,3,5:00
"March 30, 2019",Paul Craig,Kennedy Nzechukwu,Paul Craig,Light Heavyweight,SUBTriangle Choke,3,4:20
"March 30, 2019",Sodiq Yusuff,Sheymon Moraes,Sodiq Yusuff,Featherweight,U-DEC,3,5:00
"March 30, 2019",Marina Rodriguez,Jessica Aguilar,Marina Rodriguez,Women's Strawweight,U-DEC,3,5:00
"March 30, 2019",Desmond Green,Ross Pearson,Desmond Green,Lightweight,KO/TKOPunches,1,2:52
"March 30, 2019",Kevin Aguilar,Enrique Barzola,Kevin Aguilar,Featherweight,U-DEC,3,5:00
"March 30, 2019",Kevin Holland,Gerald Meerschaert,Kevin Holland,Middleweight,S-DEC,3,5:00
"March 30, 2019",Casey Kenney,Ray Borg,Casey Kenney,Bantamweight,U-DEC,3,5:00
"March 30, 2019",Maryna Moroz,Sabina Mazo,Maryna Moroz,Women's Flyweight,U-DEC,3,5:00
"March 30, 2019",Alex Perez,Mark De La Rosa,Alex Perez,Bantamweight,U-DEC,3,5:00
"March 23, 2019",Anthony Pettis,Stephen Thompson,Anthony Pettis,Welterweight,KO/TKOPunch,2,4:55
"March 23, 2019",Curtis Blaydes,Justin Willis,Curtis Blaydes,Heavyweight,U-DEC,3,5:00
"March 23, 2019",John Makdessi,Jesus Pinedo,John Makdessi,Lightweight,U-DEC,3,5:00
"March 23, 2019",Jussier Formiga,Deiveson Figueiredo,Jussier Formiga,Flyweight,U-DEC,3,5:00
"March 23, 2019",Luis Pena,Steven Peterson,Luis Pena,Featherweight,U-DEC,3,5:00
"March 23, 2019",Maycee Barber,JJ Aldrich,Maycee Barber,Women's Flyweight,KO/TKOPunches,2,3:01
"March 23, 2019",Bryce Mitchell,Bobby Moffett,Bryce Mitchell,Featherweight,U-DEC,3,5:00
"March 23, 2019",Marlon Vera,Frankie Saenz,Marlon Vera,Bantamweight,KO/TKOPunch,1,1:25
"March 23, 2019",Jennifer Maia,Alexis Davis,Jennifer Maia,Women's Flyweight,U-DEC,3,5:00
"March 23, 2019",Randa Markos,Angela Hill,Randa Markos,Women's Strawweight,SUBArmbar,1,4:24
"March 23, 2019",Chris Gutierrez,Ryan MacDonald,Chris Gutierrez,Bantamweight,U-DEC,3,5:00
"March 23, 2019",Jordan Espinosa,Eric Shelton,Jordan Espinosa,Flyweight,U-DEC,3,5:00
"March 16, 2019",Jorge Masvidal,Darren Till,Jorge Masvidal,Welterweight,KO/TKOPunch,2,3:05
"March 16, 2019",Leon Edwards,Gunnar Nelson,Leon Edwards,Welterweight,S-DEC,3,5:00
"March 16, 2019",Dominick Reyes,Volkan Oezdemir,Dominick Reyes,Light Heavyweight,S-DEC,3,5:00
"March 16, 2019",Nathaniel Wood,Jose Quinonez,Nathaniel Wood,Bantamweight,SUBRear Naked Choke,2,2:46
"March 16, 2019",Claudio Silva,Danny Roberts,Claudio Silva,Welterweight,SUBArmbar,3,2:37
"March 16, 2019",Jack Marshman,John Phillips,Jack Marshman,Middleweight,S-DEC,3,5:00
"March 16, 2019",Arnold Allen,Jordan Rinaldi,Arnold Allen,Featherweight,U-DEC,3,5:00
"March 16, 2019",Marc Diakiese,Joe Duffy,Marc Diakiese,Lightweight,U-DEC,3,5:00
"March 16, 2019",Saparbeg Safarov,Nicolae Negumereanu,Saparbeg Safarov,Light Heavyweight,U-DEC,3,5:00
"March 16, 2019",Dan Ige,Danny Henry,Dan Ige,Featherweight,SUBRear Naked Choke,1,1:17
"March 16, 2019",Molly McCann,Priscila Cachoeira,Molly McCann,Women's Flyweight,U-DEC,3,5:00
"March 16, 2019",Mike Grundy,Nad Narimani,Mike Grundy,Featherweight,KO/TKOPunches,2,4:42
"March 09, 2019",Junior Dos Santos,Derrick Lewis,Junior Dos Santos,Heavyweight,KO/TKOPunches,2,1:58
"March 09, 2019",Elizeu Zaleski dos Santos,Curtis Millender,Elizeu Zaleski dos Santos,Welterweight,SUBRear Naked Choke,1,2:35
"March 09, 2019",Niko Price,Tim Means,Niko Price,Welterweight,KO/TKOPunch,1,4:50
"March 09, 2019",Blagoy Ivanov,Ben Rothwell,Blagoy Ivanov,Heavyweight,U-DEC,3,5:00
"March 09, 2019",Beneil Dariush,Drew Dober,Beneil Dariush,Lightweight,SUBArmbar,2,4:41
"March 09, 2019",Omari Akhmedov,Tim Boetsch,Omari Akhmedov,Middleweight,U-DEC,3,5:00
"March 09, 2019",Anthony Rocco Martin,Sergio Moraes,Anthony Rocco Martin,Welterweight,U-DEC,3,5:00
"March 09, 2019",Yana Santos,Marion Reneau,Yana Santos,Women's Bantamweight,U-DEC,3,5:00
"March 09, 2019",Grant Dawson,Julian Erosa,Grant Dawson,Featherweight,U-DEC,3,5:00
"March 09, 2019",Maurice Greene,Jeff Hughes,Maurice Greene,Heavyweight,S-DEC,3,5:00
"March 09, 2019",Matt Schnell,Louis Smolka,Matt Schnell,Bantamweight,SUBTriangle Choke,1,3:18
"March 09, 2019",Alex Morono,Zak Ottow,Alex Morono,Welterweight,KO/TKOElbows,1,3:34
"March 09, 2019",Alex White,Dan Moret,Alex White,Lightweight,U-DEC,3,5:00
"March 02, 2019",Jon Jones,Anthony Smith,Jon Jones,Light Heavyweight,U-DEC,5,5:00
"March 02, 2019",Kamaru Usman,Tyron Woodley,Kamaru Usman,Welterweight,U-DEC,5,5:00
"March 02, 2019",Ben Askren,Robbie Lawler,Ben Askren,Welterweight,SUBBulldog Choke,1,3:20
"March 02, 2019",Zhang Weili,Tecia Pennington,Zhang Weili,Women's Strawweight,U-DEC,3,5:00
"March 02, 2019",Pedro Munhoz,Cody Garbrandt,Pedro Munhoz,Bantamweight,KO/TKOPunch,1,4:52
"March 02, 2019",Zabit Magomedsharipov,Jeremy Stephens,Zabit Magomedsharipov,Featherweight,U-DEC,3,5:00
"March 02, 2019",Johnny Walker,Misha Cirkunov,Johnny Walker,Light Heavyweight,KO/TKOFlying Knee,1,0:36
"March 02, 2019",Cody Stamann,Alejandro Perez,Cody Stamann,Bantamweight,U-DEC,3,5:00
"March 02, 2019",Diego Sanchez,Mickey Gall,Diego Sanchez,Welterweight,KO/TKOPunches,2,4:13
"March 02, 2019",Edmen Shahbazyan,Charles Byrd,Edmen Shahbazyan,Middleweight,KO/TKOElbows,1,0:38
"March 02, 2019",Macy Chiasson,Gina Mazany,Macy Chiasson,Women's Bantamweight,KO/TKOPunch,1,1:49
"March 02, 2019",Hannah Cifers,Polyana Viana,Hannah Cifers,Women's Strawweight,S-DEC,3,5:00
"February 23, 2019",Thiago Santos,Jan Blachowicz,Thiago Santos,Light Heavyweight,KO/TKOPunch,3,0:39
"February 23, 2019",Stefan Struve,Marcos Rogerio de Lima,Stefan Struve,Heavyweight,SUBArm Triangle,2,2:21
"February 23, 2019",Michal Oleksiejczuk,Gian Villante,Michal Oleksiejczuk,Light Heavyweight,KO/TKOPunch,1,1:34
"February 23, 2019",Liz Carmouche,Lucie Pudilova,Liz Carmouche,Women's Flyweight,U-DEC,3,5:00
"February 23, 2019",Petr Yan,John Dodson,Petr Yan,Bantamweight,U-DEC,3,5:00
"February 23, 2019",Magomed Ankalaev,Klidson Abreu,Magomed Ankalaev,Light Heavyweight,U-DEC,3,5:00
"February 23, 2019",Dwight Grant,Carlo Pedersoli Jr.,Dwight Grant,Welterweight,KO/TKOPunch,1,4:59
"February 23, 2019",Chris Fishgold,Daniel Teymur,Chris Fishgold,Featherweight,SUBRear Naked Choke,2,1:10
"February 23, 2019",Gillian Robertson,Veronica Hardy,Gillian Robertson,Women's Flyweight,SUBRear Naked Choke,2,3:27
"February 23, 2019",Damir Hadzovic,Marco Polo Reyes,Damir Hadzovic,Lightweight,KO/TKOPunches,2,2:03
"February 23, 2019",Ismail Naurdiev,Michel Prazeres,Ismail Naurdiev,Welterweight,U-DEC,3,5:00
"February 23, 2019",Diego Ferreira,Rustam Khabilov,Diego Ferreira,Lightweight,U-DEC,3,5:00
"February 23, 2019",Damir Ismagulov,Joel Alvarez,Damir Ismagulov,Lightweight,U-DEC,3,5:00
"February 17, 2019",Francis Ngannou,Cain Velasquez,Francis Ngannou,Heavyweight,KO/TKOPunches,1,0:26
"February 17, 2019",Paul Felder,James Vick,Paul Felder,Lightweight,U-DEC,3,5:00
"February 17, 2019",Cynthia Calvillo,Cortney Casey,Cynthia Calvillo,Women's Strawweight,U-DEC,3,5:00
"February 17, 2019",Kron Gracie,Alex Caceres,Kron Gracie,Featherweight,SUBRear Naked Choke,1,2:06
"February 17, 2019",Vicente Luque,Bryan Barberena,Vicente Luque,Welterweight,KO/TKOKnee,3,4:54
"February 17, 2019",Andre Fili,Myles Jury,Andre Fili,Featherweight,U-DEC,3,5:00
"February 17, 2019",Aljamain Sterling,Jimmie Rivera,Aljamain Sterling,Bantamweight,U-DEC,3,5:00
"February 17, 2019",Manny Bermudez,Benito Lopez,Manny Bermudez,Bantamweight,SUBGuillotine Choke,1,3:09
"February 17, 2019",Andrea Lee,Ashlee Evans-Smith,Andrea Lee,Women's Flyweight,U-DEC,3,5:00
"February 17, 2019",Nik Lentz,Scott Holtzman,Nik Lentz,Lightweight,U-DEC,3,5:00
"February 17, 2019",Luke Sanders,Renan Barao,Luke Sanders,Bantamweight,KO/TKOPunch,2,1:01
"February 17, 2019",Emily Whitmire,Aleksandra Albu,Emily Whitmire,Women's Strawweight,SUBRear Naked Choke,1,1:01
"February 09, 2019",Israel Adesanya,Anderson Silva,Israel Adesanya,Middleweight,U-DEC,3,5:00
"February 09, 2019",Lando Vannata,Marcos Mariano,Lando Vannata,Lightweight,SUBKimura,1,4:55
"February 09, 2019",Ricky Simon,Rani Yahya,Ricky Simon,Bantamweight,U-DEC,3,5:00
"February 09, 2019",Montana De La Rosa,Nadia Kassem,Montana De La Rosa,Women's Flyweight,SUBArmbar,2,2:37
"February 09, 2019",Jimmy Crute,Sam Alvey,Jimmy Crute,Light Heavyweight,KO/TKOPunches,1,2:49
"February 09, 2019",Devonte Smith,Dong Hyun Ma,Devonte Smith,Lightweight,KO/TKOPunch,1,3:53
"February 09, 2019",Shane Young,Austin Arnett,Shane Young,Featherweight,U-DEC,3,5:00
"February 09, 2019",Kai Kara-France,Raulian Paiva,Kai Kara-France,Flyweight,S-DEC,3,5:00
"February 09, 2019",Kyung Ho Kang,Teruto Ishihara,Kyung Ho Kang,Bantamweight,SUBRear Naked Choke,1,3:59
"February 09, 2019",Jalin Turner,Callan Potter,Jalin Turner,Lightweight,KO/TKOKick,1,0:53
"February 09, 2019",Jonathan Martinez,Wulijiburen,Jonathan Martinez,Bantamweight,U-DEC,3,5:00
"February 02, 2019",Marlon Moraes,Raphael Assuncao,Marlon Moraes,Bantamweight,SUBGuillotine Choke,1,3:17
"February 02, 2019",Jose Aldo,Renato Moicano,Jose Aldo,Featherweight,KO/TKOPunches,2,0:44
"February 02, 2019",Demian Maia,Lyman Good,Demian Maia,Welterweight,SUBRear Naked Choke,1,2:38
"February 02, 2019",Charles Oliveira,David Teymur,Charles Oliveira,Lightweight,SUBAnaconda Choke,2,0:55
"February 02, 2019",Johnny Walker,Justin Ledet,Johnny Walker,Light Heavyweight,KO/TKOSpinning Back Fist,1,0:15
"February 02, 2019",Livinha Souza,Sarah Frota,Livinha Souza,Women's Strawweight,S-DEC,3,5:00
"February 02, 2019",Markus Perez,Anthony Hernandez,Markus Perez,Middleweight,SUBAnaconda Choke,2,1:07
"February 02, 2019",Mara Romero Borella,Taila Santos,Mara Romero Borella,Women's Flyweight,S-DEC,3,5:00
"February 02, 2019",Thiago Alves,Max Griffin,Thiago Alves,Welterweight,S-DEC,3,5:00
"February 02, 2019",Jairzinho Rozenstruik,Junior Albini,Jairzinho Rozenstruik,Heavyweight,KO/TKOKick,2,0:54
"February 02, 2019",Geraldo de Freitas,Felipe Colares,Geraldo de Freitas,Featherweight,U-DEC,3,5:00
"February 02, 2019",Said Nurmagomedov,Ricardo Ramos,Said Nurmagomedov,Bantamweight,KO/TKOSpinning Back Kick,1,2:28
"February 02, 2019",Rogerio Bontorin,Bibulatov Magomed,Rogerio Bontorin,Flyweight,S-DEC,3,5:00
"January 19, 2019",Henry Cejudo,TJ Dillashaw,Henry Cejudo,Flyweight,KO/TKOPunches,1,0:32
"January 19, 2019",Allen Crowder,Greg Hardy,Allen Crowder,Heavyweight,DQ,2,2:28
"January 19, 2019",Gregor Gillespie,Yancy Medeiros,Gregor Gillespie,Lightweight,KO/TKOPunches,2,4:59
"January 19, 2019",Joseph Benavidez,Dustin Ortiz,Joseph Benavidez,Flyweight,U-DEC,3,5:00
"January 19, 2019",Paige VanZant,Rachael Ostovich,Paige VanZant,Women's Flyweight,SUBArmbar,2,1:50
"January 19, 2019",Glover Teixeira,Karl Roberson,Glover Teixeira,Light Heavyweight,SUBArm Triangle,1,3:21
"January 19, 2019",Donald Cerrone,Alexander Hernandez,Donald Cerrone,Lightweight,KO/TKOKick,2,3:43
"January 19, 2019",Joanne Wood,Ariane da Silva,Joanne Wood,Women's Flyweight,U-DEC,3,5:00
"January 19, 2019",Alonzo Menifield,Vinicius Moreira,Alonzo Menifield,Light Heavyweight,KO/TKOPunch,1,3:56
"January 19, 2019",Cory Sandhagen,Mario Bautista,Cory Sandhagen,Bantamweight,SUBArmbar,1,3:31
"January 19, 2019",Dennis Bermudez,Te Edwards,Dennis Bermudez,Lightweight,U-DEC,3,5:00
"January 19, 2019",Geoff Neal,Belal Muhammad,Geoff Neal,Welterweight,U-DEC,3,5:00
"January 19, 2019",Chance Rencountre,Kyle Stewart,Chance Rencountre,Welterweight,SUBRear Naked Choke,1,2:25
"December 29, 2018",Jon Jones,Alexander Gustafsson,Jon Jones,Light Heavyweight,KO/TKOPunches,3,2:02
"December 29, 2018",Amanda Nunes,Cristiane Justino,Amanda Nunes,Women's Featherweight,KO/TKOPunches,1,0:51
"December 29, 2018",Michael Chiesa,Carlos Condit,Michael Chiesa,Welterweight,SUBKimura,2,0:56
"December 29, 2018",Corey Anderson,Ilir Latifi,Corey Anderson,Light Heavyweight,U-DEC,3,5:00
"December 29, 2018",Alexander Volkanovski,Chad Mendes,Alexander Volkanovski,Featherweight,KO/TKOPunches,2,4:14
"December 29, 2018",Andrei Arlovski,Walt Harris,Draw/NC,Heavyweight,Overturned,3,5:00
"December 29, 2018",Megan Anderson,Cat Zingano,Megan Anderson,Women's Featherweight,KO/TKOKick,1,1:01
"December 29, 2018",Petr Yan,Douglas Silva de Andrade,Petr Yan,Bantamweight,KO/TKO,2,5:00
"December 29, 2018",Ryan Hall,BJ Penn,Ryan Hall,Lightweight,SUBHeel Hook,1,2:46
"December 29, 2018",Nathaniel Wood,Andre Ewell,Nathaniel Wood,Bantamweight,SUBRear Naked Choke,3,4:12
"December 29, 2018",Uriah Hall,Bevon Lewis,Uriah Hall,Middleweight,KO/TKOPunch,3,1:32
"December 29, 2018",Curtis Millender,Siyar Bahadurzada,Curtis Millender,Welterweight,U-DEC,3,5:00
"December 29, 2018",Montel Jackson,Brian Kelleher,Montel Jackson,Bantamweight,SUBD'Arce Choke,1,1:40
"December 15, 2018",Al Iaquinta,Kevin Lee,Al Iaquinta,Lightweight,U-DEC,5,5:00
"December 15, 2018",Edson Barboza,Dan Hooker,Edson Barboza,Lightweight,KO/TKOPunches,3,2:19
"December 15, 2018",Rob Font,Sergio Pettis,Rob Font,Bantamweight,U-DEC,3,5:00
"December 15, 2018",Charles Oliveira,Jim Miller,Charles Oliveira,Lightweight,SUBRear Naked Choke,1,1:15
"December 15, 2018",Zak Ottow,Dwight Grant,Zak Ottow,Welterweight,S-DEC,3,5:00
"December 15, 2018",Drakkar Klose,King Green,Drakkar Klose,Lightweight,U-DEC,3,5:00
"December 15, 2018",Joaquim Silva,Jared Gordon,Joaquim Silva,Lightweight,KO/TKOPunches,3,2:39
"December 15, 2018",Jack Hermansson,Gerald Meerschaert,Jack Hermansson,Middleweight,SUBGuillotine Choke,1,4:25
"December 15, 2018",Zak Cummings,Trevor Smith,Zak Cummings,Middleweight,U-DEC,3,5:00
"December 15, 2018",Dan Ige,Jordan Griffin,Dan Ige,Featherweight,U-DEC,3,5:00
"December 15, 2018",Mike Rodriguez,Adam Milstead,Mike Rodriguez,Light Heavyweight,KO/TKOKnee,1,2:59
"December 15, 2018",Juan Adams,Chris de la Rocha,Juan Adams,Heavyweight,KO/TKOKnee,3,0:58
"December 08, 2018",Max Holloway,Brian Ortega,Max Holloway,Featherweight,KO/TKO,4,5:00
"December 08, 2018",Valentina Shevchenko,Joanna Jedrzejczyk,Valentina Shevchenko,Women's Flyweight,U-DEC,5,5:00
"December 08, 2018",Gunnar Nelson,Alex Oliveira,Gunnar Nelson,Welterweight,SUBRear Naked Choke,2,4:17
"December 08, 2018",Hakeem Dawodu,Kyle Bochniak,Hakeem Dawodu,Featherweight,S-DEC,3,5:00
"December 08, 2018",Thiago Santos,Jimi Manuwa,Thiago Santos,Light Heavyweight,KO/TKOPunch,2,0:41
"December 08, 2018",Nina Nunes,Claudia Gadelha,Nina Nunes,Women's Strawweight,U-DEC,3,5:00
"December 08, 2018",Gilbert Burns,Olivier Aubin-Mercier,Gilbert Burns,Lightweight,U-DEC,3,5:00
"December 08, 2018",Jessica Eye,Katlyn Cerminara,Jessica Eye,Women's Flyweight,S-DEC,3,5:00
"December 08, 2018",Elias Theodorou,Eryk Anders,Elias Theodorou,Middleweight,S-DEC,3,5:00
"December 08, 2018",Brad Katona,Matthew Lopez,Brad Katona,Bantamweight,U-DEC,3,5:00
"December 08, 2018",Dhiego Lima,Chad Laprise,Dhiego Lima,Welterweight,KO/TKOPunch,1,1:37
"December 08, 2018",Diego Ferreira,Kyle Nelson,Diego Ferreira,Lightweight,KO/TKOPunches,2,1:23
"December 08, 2018",Aleksandar Rakic,Devin Clark,Aleksandar Rakic,Light Heavyweight,KO/TKOSpinning Back Fist,1,4:05
"December 01, 2018",Junior Dos Santos,Tai Tuivasa,Junior Dos Santos,Heavyweight,KO/TKOPunches,2,2:30
"December 01, 2018",Mauricio Rua,Tyson Pedro,Mauricio Rua,Light Heavyweight,KO/TKOPunches,3,0:43
"December 01, 2018",Justin Willis,Mark Hunt,Justin Willis,Heavyweight,U-DEC,3,5:00
"December 01, 2018",Anthony Rocco Martin,Jake Matthews,Anthony Rocco Martin,Welterweight,SUBAnaconda Choke,3,1:19
"December 01, 2018",Sodiq Yusuff,Suman Mokhtarian,Sodiq Yusuff,Featherweight,KO/TKOPunches,1,2:14
"December 01, 2018",Jimmy Crute,Paul Craig,Jimmy Crute,Light Heavyweight,SUBKimura,3,4:51
"December 01, 2018",Aleksei Kunchenko,Yushin Okami,Aleksei Kunchenko,Welterweight,U-DEC,3,5:00
"December 01, 2018",Wilson Reis,Ben Nguyen,Wilson Reis,Flyweight,U-DEC,3,5:00
"December 01, 2018",Keita Nakamura,Salim Touahri,Keita Nakamura,Welterweight,S-DEC,3,5:00
"December 01, 2018",Kai Kara-France,Elias Garcia,Kai Kara-France,Flyweight,U-DEC,3,5:00
"December 01, 2018",Christos Giagos,Mizuto Hirota,Christos Giagos,Lightweight,U-DEC,3,5:00
"December 01, 2018",Damir Ismagulov,Alex Gorgees,Damir Ismagulov,Lightweight,U-DEC,3,5:00
"November 30, 2018",Kamaru Usman,Rafael Dos Anjos,Kamaru Usman,Welterweight,U-DEC,5,5:00
"November 30, 2018",Juan Espino,Justin Frazier,Juan Espino,Heavyweight,SUBArmbar,1,3:36
"November 30, 2018",Macy Chiasson,Pannie Kianzad,Macy Chiasson,Women's Featherweight,SUBRear Naked Choke,2,2:11
"November 30, 2018",Pedro Munhoz,Bryan Caraway,Pedro Munhoz,Bantamweight,KO/TKOKick,1,2:39
"November 30, 2018",Edmen Shahbazyan,Darren Stewart,Edmen Shahbazyan,Middleweight,S-DEC,3,5:00
"November 30, 2018",Antonina Shevchenko,Ji Yeon Kim,Antonina Shevchenko,Women's Flyweight,U-DEC,3,5:00
"November 30, 2018",Kevin Aguilar,Ricky Glenn,Kevin Aguilar,Featherweight,U-DEC,3,5:00
"November 30, 2018",Joseph Benavidez,Alex Perez,Joseph Benavidez,Flyweight,KO/TKOPunches,1,4:19
"November 30, 2018",Maurice Greene,Michel Batista,Maurice Greene,Heavyweight,SUBTriangle Choke,1,2:14
"November 30, 2018",Leah Letson,Julija Stoliarenko,Leah Letson,Women's Featherweight,S-DEC,3,5:00
